id_proveedor,nombre_proveedor,numero_factura,fecha,total_compra,descuentos,importe_base,credito_fiscal
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,914083,2022-01-12,2023.7,83.59,1773.73,230.58
1015067025,OPERACIONES DEL PACIFICO LTDA,2554,2022-01-11,1596.0,208.76,1387.24,180.34
1020539025,INDUSTRIAS VENADO S.A.,86172,2022-01-11,1439.16,0.0,1439.16,187.09
1020539025,INDUSTRIAS VENADO S.A.,86171,2022-01-11,1259.41,124.39,1135.02,147.55
1020757027,PIL ANDINA S.A.,3885,2022-01-10,1120.8,0.0,1120.8,145.7
1020757027,PIL ANDINA S.A.,3780,2022-01-10,1649.03,18.12,1629.5,211.84
1028159020,INDUSTRIAS DE PASTAS ALIMENTICIAS DEL SUD S.A  INPASTAS S.A,8166,2022-01-08,1598.6,0.0,1598.6,207.82
179366027,SEDIM S.R.L.,14533,2022-01-08,1576.9,63.1,1513.8,196.79
179366027,SEDIM S.R.L.,14532,2022-01-08,3174.6,127.0,3047.6,396.19
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,242,2022-01-08,1636.24,392.63,1243.61,161.67
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,241,2022-01-08,1491.48,551.85,939.63,122.15
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,140058,2022-01-08,932.42,0.0,932.42,121.21
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,897542,2022-01-08,1737.8,24.09,1577.41,205.06
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,116628,2022-01-07,2109.6,0.0,1725.42,224.3
671866015,ETEROVIC NIGOEVIC NICOLAS GONZALO,5455,2022-01-06,1347.8,0.0,1347.8,175.21
1023233029,INDUSTRIAS DE ACEITE SA,22902,2022-01-06,4046.32,47.0,3999.32,519.91
1020757027,PIL ANDINA S.A.,3486,2022-01-06,3468.9,12.0,3422.96,444.98
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,878843,2022-01-05,1592.5,36.69,1371.26,178.26
179366027,SEDIM S.R.L.,12997,2022-01-04,1834.9,73.4,1761.5,229.0
1023233029,INDUSTRIAS DE ACEITE SA,22499,2022-01-04,1381.9,0.0,1381.9,179.65
1020757027,PIL ANDINA S.A.,3211,2022-01-04,1392.1,0.0,1380.82,179.51
1020757027,PIL ANDINA S.A.,3084,2022-01-03,2518.59,45.72,2423.23,315.02
1023233029,INDUSTRIAS DE ACEITE SA,1684,2022-02-26,1617.2,12.73,1604.47,208.58
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,17126,2022-02-25,3015.01,88.77,2348.34,305.28
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,14879,2022-02-25,893.49,44.88,735.27,95.59
1020757027,PIL ANDINA S.A.,9153,2022-02-25,2814.0,0.0,2768.88,359.95
1020757027,PIL ANDINA S.A.,8980,2022-02-24,1449.55,17.17,1432.38,186.21
1023225025,UNILEVER ANDINA BOLIVIA S.A.,17225,2022-02-23,1074.56,0.0,1074.56,139.69
1023225025,UNILEVER ANDINA BOLIVIA S.A.,17224,2022-02-23,1930.81,65.4,1865.41,242.5
1020757027,PIL ANDINA S.A.,8766,2022-02-23,842.3,0.0,842.3,109.5
1020757027,PIL ANDINA S.A.,8639,2022-02-22,1465.25,0.0,1460.74,189.9
1020539025,INDUSTRIAS VENADO S.A.,19626,2022-02-22,3295.22,111.52,3183.7,413.88
1020757027,PIL ANDINA S.A.,8472,2022-02-21,1060.43,0.0,1055.92,137.27
1020317028,MINOIL S.A.,9209,2022-02-20,2215.41,4.25,2211.16,287.45
1020757027,PIL ANDINA S.A.,8370,2022-02-19,1631.42,3.67,1625.49,211.31
1020757027,PIL ANDINA S.A.,8218,2022-02-18,1599.38,0.0,1599.38,207.92
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,1566,2022-02-18,4066.82,1725.52,2341.3,304.37
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,5676,2022-02-17,4849.52,205.92,3811.09,495.44
1020757027,PIL ANDINA S.A.,8040,2022-02-17,2108.12,20.4,2087.72,271.4
1020757027,PIL ANDINA S.A.,7892,2022-02-16,1461.9,0.0,1461.9,190.05
1020757027,PIL ANDINA S.A.,7722,2022-02-15,1537.55,0.0,1526.27,198.42
1028737025,INGENIO AZUCARERO GUABIRA SA,686,2022-02-15,1524.0,0.0,1524.0,198.12
1020539025,INDUSTRIAS VENADO S.A.,15479,2022-02-15,1222.29,0.0,1222.29,158.9
1020757027,PIL ANDINA S.A.,7552,2022-02-14,1463.63,18.84,1419.97,184.6
1023233029,INDUSTRIAS DE ACEITE SA,28638,2022-02-12,3644.8,141.75,3503.05,455.4
1020757027,PIL ANDINA S.A.,7466,2022-02-12,1631.59,7.81,1615.32,209.99
1020757027,PIL ANDINA S.A.,7326,2022-02-11,2291.28,0.0,2248.04,292.25
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,1412,2022-02-11,2166.34,501.55,1664.79,216.42
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,150903,2022-02-11,1534.0,0.0,1295.16,168.37
1020757027,PIL ANDINA S.A.,7199,2022-02-10,1375.5,0.0,1373.24,178.52
1028703022,MAYOREO Y DISTRIBUCION S.A.,1475,2022-02-09,1056.46,0.0,1056.46,137.34
1020757027,PIL ANDINA S.A.,7093,2022-02-09,1980.03,4.09,1975.94,256.87
1015067025,OPERACIONES DEL PACIFICO LTDA,3790,2022-02-08,1596.0,208.76,1387.24,180.34
1020757027,PIL ANDINA S.A.,6969,2022-02-08,2739.33,29.82,2702.74,351.36
1020539025,INDUSTRIAS VENADO S.A.,11565,2022-02-08,1229.53,13.6,1215.93,158.07
1023233029,INDUSTRIAS DE ACEITE SA,27560,2022-02-07,2522.19,119.93,2402.26,312.29
1020317028,MINOIL S.A.,7430,2022-02-05,1140.57,3.42,1137.15,147.83
1020757027,PIL ANDINA S.A.,6669,2022-02-05,1534.93,0.0,1518.01,197.34
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,99116,2022-02-05,1155.2,24.96,1046.19,136.0
1020649021,COMPANEX BOLIVIA S.A.,22569,2022-02-04,1751.8,73.7,1678.1,218.15
1023233029,INDUSTRIAS DE ACEITE SA,27355,2022-02-04,1847.85,1.59,1846.26,240.01
1020757027,PIL ANDINA S.A.,6566,2022-02-04,2159.7,0.0,2159.7,280.76
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,1264,2022-02-04,1670.56,344.36,1326.2,172.41
1020757027,PIL ANDINA S.A.,6441,2022-02-03,1576.48,0.0,1553.92,202.01
1027255022,AJINOMOTO DEL PERU SA. SUCURSAL BOLIVIA,871,2022-02-02,1955.76,88.06,1867.7,242.8
1023225025,UNILEVER ANDINA BOLIVIA S.A.,11284,2022-02-02,1042.32,0.0,1042.32,135.5
1020757027,PIL ANDINA S.A.,6307,2022-02-02,1959.69,21.12,1924.66,250.21
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,81112,2022-02-02,1324.2,66.94,1161.12,150.95
1028703022,MAYOREO Y DISTRIBUCION S.A.,932,2022-02-01,2070.78,0.0,2070.78,269.2
1020757027,PIL ANDINA S.A.,6214,2022-02-01,1723.95,0.0,1723.95,224.11
1020757027,PIL ANDINA S.A.,25306,2022-03-31,1237.52,27.64,1209.88,157.28
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,38037,2022-03-30,552.89,0.0,552.89,71.88
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,37854,2022-03-30,919.06,0.0,919.06,119.48
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,249488,2022-03-30,1191.17,0.0,1129.88,146.88
1020757027,PIL ANDINA S.A.,21215,2022-03-30,2635.25,130.81,2428.3,315.68
1020539025,INDUSTRIAS VENADO S.A.,20808,2022-03-29,230.4,0.0,230.4,29.95
1020539025,INDUSTRIAS VENADO S.A.,20807,2022-03-29,149.7,0.0,149.7,19.46
1020539025,INDUSTRIAS VENADO S.A.,20806,2022-03-29,25.32,0.0,25.32,3.29
1020539025,INDUSTRIAS VENADO S.A.,20805,2022-03-29,2492.22,80.02,2412.2,313.59
1020757027,PIL ANDINA S.A.,17944,2022-03-29,1234.35,11.34,1213.61,157.77
179366027,SEDIM S.R.L.,35724,2022-03-29,504.0,10.0,494.0,64.22
1028159020,INDUSTRIAS DE PASTAS ALIMENTICIAS DEL SUD S.A  INPASTAS S.A,17008,2022-03-28,578.9,0.0,578.9,75.26
671866015,ETEROVIC NIGOEVIC NICOLAS GONZALO,22450,2022-03-28,878.4,0.0,878.4,114.19
1020757027,PIL ANDINA S.A.,13379,2022-03-28,1530.55,0.0,1524.91,198.24
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,35063,2022-03-26,59.63,0.0,59.63,7.75
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,34520,2022-03-26,706.82,0.0,706.82,91.89
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,34495,2022-03-26,502.56,0.0,502.56,65.33
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,233078,2022-03-26,624.74,0.0,550.86,71.61
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,233077,2022-03-26,1281.91,0.0,1211.72,157.52
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,233076,2022-03-26,1596.1,0.0,1450.59,188.58
1020757027,PIL ANDINA S.A.,9890,2022-03-26,2141.0,9.2,2046.64,266.06
1020757027,PIL ANDINA S.A.,6410,2022-03-25,1988.07,50.24,1937.83,251.92
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,2399,2022-03-25,1485.95,518.56,967.39,125.76
1020229024,C.B.N.,45536,2022-03-24,1286.54,0.0,1094.25,142.25
1020757027,PIL ANDINA S.A.,2959,2022-03-24,2063.08,0.64,2062.44,268.12
1020757027,PIL ANDINA S.A.,545992,2022-03-23,1278.68,1.92,1276.76,165.98
1028703022,madisa,4467,2022-03-22,4051.59,0.0,4051.59,526.71
1020539025,INDUSTRIAS VENADO S.A.,14679,2022-03-22,116.0,0.0,116.0,15.08
1020539025,INDUSTRIAS VENADO S.A.,14678,2022-03-22,693.59,9.05,684.54,88.99
1015067025,OPERACIONES DEL PACIFICO LTDA,5517,2022-03-22,1596.0,208.76,1387.24,180.34
1020757027,PIL ANDINA S.A.,541177,2022-03-22,974.11,0.0,974.11,126.63
1023233029,Industrias de Aceite S.A.,3213,2022-03-21,3043.04,30.43,3012.61,391.64
1020757027,PIL ANDINA S.A.,537920,2022-03-21,1609.88,20.3,1585.07,206.06
1020317028,MINOIL SA,1734,2022-03-19,1187.45,0.0,1187.45,154.37
1020757027,PIL ANDINA S.A.,535441,2022-03-19,1913.27,12.25,1901.02,247.13
1020757027,PIL ANDINA S.A.,531219,2022-03-18,1961.78,3.03,1958.75,254.64
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,2198,2022-03-18,952.2,9.0,943.2,122.62
1028703022,madisa,4095,2022-03-17,949.14,0.0,949.14,123.39
1020229024,C.B.N.,37480,2022-03-17,4268.51,0.0,3361.59,437.01
1027255022,AJINOMOTO DEL PERU SA. SUCURSAL BOLIVIA,1555,2022-03-17,1286.24,0.0,1286.24,167.21
1020757027,PIL ANDINA S.A.,525921,2022-03-17,1536.92,12.8,1524.12,198.14
1020757027,PIL ANDINA S.A.,524042,2022-03-16,1399.1,30.59,1366.25,177.61
1028703022,madisa,3917,2022-03-15,908.0,0.0,908.0,118.04
1028703022,madisa,3916,2022-03-15,562.72,0.0,562.72,73.15
1020539025,INDUSTRIAS VENADO S.A.,9099,2022-03-15,394.86,21.04,364.32,47.36
1020539025,INDUSTRIAS VENADO S.A.,9098,2022-03-15,462.0,0.0,462.0,60.06
1020539025,INDUSTRIAS VENADO S.A.,9097,2022-03-15,196.89,0.0,196.89,25.6
1020539025,INDUSTRIAS VENADO S.A.,9096,2022-03-15,2145.34,47.2,2098.14,272.76
1020757027,PIL ANDINA S.A.,519549,2022-03-15,2050.83,21.9,2026.67,263.47
1020757027,PIL ANDINA S.A.,515905,2022-03-14,1686.7,0.0,1682.0,218.66
1023233029,Industrias de Aceite S.A.,1544,2022-03-12,3032.74,0.0,3032.74,394.26
1020757027,PIL ANDINA S.A.,513154,2022-03-12,1848.8,0.0,1844.1,239.73
1020757027,PIL ANDINA S.A.,508636,2022-03-11,1512.7,0.0,1512.7,196.65
1020229024,C.B.N.,30320,2022-03-10,814.1,0.0,741.45,96.39
1020757027,PIL ANDINA S.A.,504720,2022-03-10,1768.1,28.29,1735.3,225.59
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,19206,2022-03-09,993.21,0.0,993.21,129.12
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,19205,2022-03-09,358.7,19.0,339.7,44.16
1020757027,PIL ANDINA S.A.,501014,2022-03-09,1658.52,23.03,1630.98,212.03
1020539025,INDUSTRIAS VENADO S.A.,2876,2022-03-08,28.82,0.0,19.32,2.51
1020539025,INDUSTRIAS VENADO S.A.,2875,2022-03-08,293.7,0.0,293.7,38.18
1020539025,INDUSTRIAS VENADO S.A.,2874,2022-03-08,28.26,0.0,28.26,3.67
1020539025,INDUSTRIAS VENADO S.A.,2873,2022-03-08,1536.14,57.99,1478.15,192.16
1020757027,PIL ANDINA S.A.,497611,2022-03-08,1425.72,46.94,1360.45,176.86
1020757027,PIL ANDINA S.A.,492919,2022-03-07,2003.95,2.0,1999.13,259.89
1020317028,MINOIL SA,272,2022-03-05,1201.22,0.0,1201.22,156.16
1020757027,PIL ANDINA S.A.,489382,2022-03-05,1798.65,2.1,1796.55,233.55
1020757027,PIL ANDINA S.A.,486212,2022-03-04,3491.52,8.55,3459.66,449.76
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,13894,2022-03-03,769.62,0.0,769.62,100.05
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,13877,2022-03-03,130.33,0.0,130.33,16.94
1023225025,UNILEVER ANDINA BOLIVIA S.A.,2,2022-03-03,2181.18,0.0,2181.18,283.55
1020229024,C.B.N.,20773,2022-03-03,36.0,0.0,33.18,4.31
1020229024,C.B.N.,20772,2022-03-03,2195.02,0.0,1678.45,218.2
1020757027,PIL ANDINA S.A.,481906,2022-03-03,2353.34,0.0,2319.5,301.54
1028703022,MADISA,9947,2022-05-31,1031.64,0.0,1031.64,134.11
1020539025,INDUSTRIAS VENADO S.A.,65268,2022-05-31,2842.23,71.6,2770.63,360.18
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,89947,2022-05-28,776.69,0.0,776.69,100.97
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,89946,2022-05-28,485.87,9.0,476.87,61.99
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,89904,2022-05-28,34.02,0.0,34.02,4.42
1020757027,PIL ANDINA S.A.,155324,2022-05-28,1914.12,0.0,1897.2,246.64
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,555916,2022-05-28,4809.55,0.0,4282.96,556.78
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,555917,2022-05-28,1779.47,0.0,1671.37,217.28
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,555918,2022-05-28,267.0,0.0,241.62,31.41
1020757027,PIL ANDINA S.A.,152196,2022-05-27,2211.42,0.0,2211.42,287.48
1020757027,PIL ANDINA S.A.,149707,2022-05-26,1462.24,0.0,1452.84,188.87
1020229024,C.B.N.,113174,2022-05-26,1895.98,0.0,1508.59,196.12
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,86267,2022-05-25,865.77,0.0,865.77,112.55
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,86261,2022-05-25,429.38,0.0,429.38,55.82
1020757027,PIL ANDINA S.A.,145783,2022-05-25,1495.29,0.0,1486.27,193.22
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,535570,2022-05-25,200.44,0.0,176.47,22.94
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,535569,2022-05-25,918.55,0.0,850.98,110.63
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,535568,2022-05-25,1099.86,0.0,993.17,129.11
1020757027,PIL ANDINA S.A.,141034,2022-05-24,1371.4,0.0,1371.4,178.28
1020539025,INDUSTRIAS VENADO S.A.,59628,2022-05-24,2903.47,115.44,2788.03,362.44
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,522383,2022-05-24,927.6,0.0,883.82,114.9
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,522384,2022-05-24,200.6,0.0,192.14,24.98
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,522382,2022-05-24,1063.0,0.0,1007.28,130.95
1020757027,PIL ANDINA S.A.,137742,2022-05-23,1515.8,0.0,1506.78,195.88
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,83160,2022-05-21,846.15,0.0,846.15,110.0
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,83159,2022-05-21,221.64,0.0,221.64,28.81
1020757027,PIL ANDINA S.A.,134724,2022-05-21,1485.12,0.0,1477.22,192.04
1023233029,Industrias de Aceite S.A.,11991,2022-05-20,2815.02,0.0,2815.02,365.95
1020539025,INDUSTRIAS VENADO S.A.,57368,2022-05-20,1229.12,27.2,1201.92,156.25
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,81277,2022-05-19,964.37,0.0,964.37,125.37
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,81276,2022-05-19,152.03,0.0,152.03,19.76
1020757027,PIL ANDINA S.A.,128135,2022-05-19,1300.02,0.0,1300.02,169.0
1020229024,C.B.N.,105486,2022-05-19,2648.51,0.0,2097.35,272.66
1020757027,PIL ANDINA S.A.,123521,2022-05-18,1299.22,0.0,1299.22,168.9
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,502958,2022-05-18,955.5,0.0,882.9,114.78
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,502959,2022-05-18,206.57,0.0,185.61,24.13
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,502957,2022-05-18,1195.74,0.0,1116.12,145.1
1020757027,PIL ANDINA S.A.,119638,2022-05-17,2184.9,0.0,2184.9,284.04
1020539025,INDUSTRIAS VENADO S.A.,55039,2022-05-17,1809.82,63.5,1746.32,227.02
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,78142,2022-05-16,1149.67,0.0,1149.67,149.46
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,78139,2022-05-16,447.48,0.0,447.48,58.17
1020757027,PIL ANDINA S.A.,115346,2022-05-16,1094.2,0.0,1089.69,141.66
1023233029,Industrias de Aceite S.A.,11104,2022-05-14,3442.3,0.0,3442.3,447.5
1020757027,PIL ANDINA S.A.,111973,2022-05-14,1960.58,0.0,1953.25,253.92
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,485484,2022-05-14,562.3,0.0,509.95,66.29
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,485485,2022-05-14,68.0,0.0,68.0,8.84
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,485483,2022-05-14,1629.71,0.0,1476.59,191.96
1020757027,PIL ANDINA S.A.,109065,2022-05-13,1875.88,0.0,1866.48,242.64
1006843022,PROESA,1,2022-05-13,1759.23,0.0,1759.23,228.7
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,74946,2022-05-12,937.55,0.0,937.55,121.88
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,74944,2022-05-12,150.09,0.0,150.09,19.51
1020757027,PIL ANDINA S.A.,105658,2022-05-12,2584.19,0.0,2545.84,330.96
1020229024,C.B.N.,98222,2022-05-12,3450.01,0.0,2899.21,376.9
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,466684,2022-05-11,442.01,0.0,417.52,54.28
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,466686,2022-05-11,68.0,0.0,68.0,8.84
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,466685,2022-05-11,68.0,0.0,68.0,8.84
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,466687,2022-05-11,68.0,0.0,68.0,8.84
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,466683,2022-05-11,773.93,0.0,686.64,89.26
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,466682,2022-05-11,1025.3,0.0,926.34,120.42
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,72885,2022-05-10,881.2,0.0,881.2,114.56
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,72884,2022-05-10,135.94,0.0,135.94,17.67
1028737025,Ingenio Azucarero Guabirá,709,2022-05-10,2911.0,0.0,2911.0,378.43
1020757027,PIL ANDINA S.A.,97717,2022-05-10,1646.3,0.0,1646.3,214.02
1020539025,INDUSTRIAS VENADO S.A.,49700,2022-05-10,709.06,0.0,709.06,92.18
1028703022,MADISA,7885,2022-05-09,1917.23,0.0,1917.23,249.24
1023233029,Industrias de Aceite S.A.,10007,2022-05-09,2106.04,18.51,2087.53,271.38
1020757027,PIL ANDINA S.A.,91889,2022-05-09,1060.2,0.0,1060.2,137.83
1028159020,INDUSTRIAS DE PASTAS ALIMENTICIAS DEL SUD S.A  INPASTAS S.A,1541,2022-05-07,950.8,0.0,950.8,123.6
1020757027,PIL ANDINA S.A.,89617,2022-05-07,2249.07,0.0,2239.67,291.16
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,448908,2022-05-07,994.02,0.0,942.39,122.51
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,448907,2022-05-07,1442.66,0.0,1311.44,170.49
671866015,ETEROVIC NIGOEVIC NICOLAS GONZALO,32120,2022-05-07,1081.9,0.0,1081.9,140.65
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,69326,2022-05-06,821.42,0.0,821.42,106.78
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,69325,2022-05-06,242.03,0.0,242.03,31.46
1028547029,FRIDOSA,1077,2022-05-06,232.5,0.0,232.5,30.23
1023233029,Industrias de Aceite S.A.,9739,2022-05-06,1611.02,0.0,1611.02,209.43
1020757027,PIL ANDINA S.A.,86293,2022-05-06,2069.71,0.0,2069.71,269.06
1020539025,INDUSTRIAS VENADO S.A.,46752,2022-05-06,1492.34,40.8,1451.54,188.7
